condition_number,rep_set,rep,n,fcor,hthm_0tol,hthm_5tol,hthm_10tol,htmm_10tol,htmm_20tol,htmm_30tol,rel_0tol,pattern,ctcm_converged....ctcm_converged,ctcm_chi2,stcm_converged....stcm_converged,stcm_chi2,widaman_dif_p,widaman_dif_nfi,widaman_dif_tli,c_cicfa,c_chisqdif,i_cicfa,i_chisqdif
1,3,34,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,NA
1,3,35,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,NA,1
1,3,36,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,NA
1,3,37,70,0.7,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0
1,3,38,70,0.7,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,NA
1,3,39,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,NA
1,3,40,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0
1,3,41,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0
1,3,42,70,0.7,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0
1,3,43,70,0.7,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1
1,3,44,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,NA
1,3,45,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0
1,3,46,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1
1,3,47,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1
1,3,48,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1
1,3,49,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0
1,3,50,70,0.7,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0
1,3,51,70,0.7,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1
1,3,52,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0
1,3,53,70,0.7,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0
1,3,54,70,0.7,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1
1,3,55,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1
1,3,56,70,0.7,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0
1,3,57,70,0.7,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,NA
1,3,58,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0
1,3,59,70,0.7,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0
1,3,60,70,0.7,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1
1,3,61,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1
1,3,62,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1
1,3,63,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0
1,3,64,70,0.7,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0
1,3,65,70,0.7,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1
1,3,66,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0
1,3,67,70,0.7,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0
1,3,68,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1
1,3,69,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0
1,3,70,70,0.7,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0
1,3,71,70,0.7,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,NA
1,3,72,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0
1,3,73,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,NA
1,3,74,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0
1,3,75,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,NA
1,3,76,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0
1,3,77,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0
1,3,78,70,0.7,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0
1,3,79,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0
1,3,80,70,0.7,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,NA
1,3,81,70,0.7,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,NA,1
1,3,82,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0
1,3,83,70,0.7,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0
1,3,84,70,0.7,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1
1,3,85,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1
1,3,86,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0
1,3,87,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,NA
1,3,88,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1
1,3,89,70,0.7,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1
1,3,90,70,0.7,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1
1,3,91,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1
1,3,92,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0
1,3,93,70,0.7,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,NA,1,0,NA
1,3,94,70,0.7,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0
1,3,95,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1
1,3,96,70,0.7,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0
1,3,97,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0
1,3,98,70,0.7,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0
1,3,99,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1
1,3,100,70,0.7,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
