condition_number,rep_set,rep,n,fcor,hthm_0tol,hthm_5tol,hthm_10tol,htmm_10tol,htmm_20tol,htmm_30tol,rel_0tol,pattern,ctcm_converged....ctcm_converged,ctcm_chi2,stcm_converged....stcm_converged,stcm_chi2,widaman_dif_p,widaman_dif_nfi,widaman_dif_tli,c_cicfa,c_chisqdif,i_cicfa,i_chisqdif
1,4,23,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1
1,4,24,70,0.7,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0
1,4,25,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,NA
1,4,26,70,0.7,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,NA,NA
1,4,27,70,0.7,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0
1,4,28,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0
1,4,29,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0
1,4,30,70,0.7,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0
1,4,31,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1
1,4,32,70,0.7,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0
1,4,33,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0
1,4,34,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0
1,4,35,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0
1,4,36,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1
1,4,37,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1
1,4,38,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0
1,4,39,70,0.7,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0
1,4,40,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0
1,4,41,70,0.7,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0
1,4,42,70,0.7,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1
1,4,43,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0
1,4,44,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1
1,4,45,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0
1,4,46,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0
1,4,47,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,NA
1,4,48,70,0.7,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1
1,4,49,70,0.7,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0
1,4,50,70,0.7,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1
1,4,51,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1
1,4,52,70,0.7,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0
1,4,53,70,0.7,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0
1,4,54,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0
1,4,55,70,0.7,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0
1,4,56,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,NA
1,4,57,70,0.7,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1
1,4,58,70,0.7,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0
1,4,59,70,0.7,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0
1,4,60,70,0.7,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,NA
1,4,61,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1
1,4,62,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0
1,4,63,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0
1,4,64,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,NA
1,4,65,70,0.7,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1
1,4,66,70,0.7,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0
1,4,67,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0
1,4,68,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1
1,4,69,70,0.7,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1
1,4,70,70,0.7,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1
1,4,71,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1
1,4,72,70,0.7,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1
1,4,73,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,NA
1,4,74,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1
1,4,75,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0
1,4,76,70,0.7,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,NA,1
1,4,77,70,0.7,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0
1,4,78,70,0.7,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0
1,4,79,70,0.7,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,NA,1
1,4,80,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1
1,4,81,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1
1,4,82,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,NA
1,4,83,70,0.7,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,NA,1
1,4,84,70,0.7,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1
1,4,85,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0
1,4,86,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0
1,4,87,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1
1,4,88,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1
1,4,89,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,NA
1,4,90,70,0.7,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1
1,4,91,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,NA
1,4,92,70,0.7,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0
1,4,93,70,0.7,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0
1,4,94,70,0.7,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0
1,4,95,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0
1,4,96,70,0.7,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1
1,4,97,70,0.7,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0
1,4,98,70,0.7,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,NA,1,0,1
1,4,99,70,0.7,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,NA
1,4,100,70,0.7,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,NA
